row_id,polygon_id,ring_id,distance_px,distance_map,raster_row,raster_col,x,y,original_polygon_id
2928,50,0,0.233802,2.1e-05,878,2800,104.152246,30.886819,50
2929,50,0,0.308407,2.8e-05,878,2801,104.152336,30.886819,50
2930,50,0,0.39429,3.5e-05,878,2802,104.152426,30.886819,50
2931,50,0,0.39429,3.5e-05,878,2803,104.152516,30.886819,50
2932,50,0,0.437666,3.9e-05,878,2804,104.152605,30.886819,50
2933,50,0,0.404351,3.6e-05,878,2805,104.152695,30.886819,50
2934,50,0,0.453957,4.1e-05,878,2806,104.152785,30.886819,50
2935,50,0,0.453957,4.1e-05,878,2807,104.152875,30.886819,50
2936,50,0,0.453957,4.1e-05,878,2808,104.152965,30.886819,50
2937,50,0,0.513624,4.6e-05,878,2809,104.153055,30.886819,50
2938,155,0,0.178614,1.6e-05,1494,2335,104.110474,30.831483,155
2939,155,0,0.021327,2e-06,1495,2333,104.110295,30.831393,155
2940,155,0,0.561647,5e-05,1495,2334,104.110385,30.831393,155
2941,155,0,0.870447,7.8e-05,1495,2335,104.110474,30.831393,155
2942,155,0,0.182702,1.6e-05,1495,2336,104.110564,30.831393,155
2943,155,0,0.276672,2.5e-05,1496,2332,104.110205,30.831303,155
2944,155,0,0.813953,7.3e-05,1496,2333,104.110295,30.831303,155
2945,155,1,1.423662,0.000128,1496,2334,104.110385,30.831303,155
2946,155,1,1.256276,0.000113,1496,2335,104.110474,30.831303,155
2947,155,0,0.668121,6e-05,1496,2336,104.110564,30.831303,155
2948,155,0,0.034816,3e-06,1496,2337,104.110654,30.831303,155
2949,155,0,0.462403,4.2e-05,1497,2331,104.110115,30.831214,155
2950,155,1,1.073763,9.6e-05,1497,2332,104.110205,30.831214,155
2951,155,1,1.549782,0.000139,1497,2333,104.110295,30.831214,155
2952,155,1,1.015906,9.1e-05,1497,2334,104.110385,30.831214,155
2953,155,0,0.453754,4.1e-05,1497,2335,104.110474,30.831214,155
2954,155,0,0.54439,4.9e-05,1498,2332,104.110205,30.831124,155
2955,155,0,0.720887,6.5e-05,1498,2333,104.110295,30.831124,155
2956,155,0,0.167837,1.5e-05,1498,2334,104.110385,30.831124,155
2957,211,0,0.158777,1.4e-05,906,1487,104.034297,30.884304,211
2958,211,0,0.576254,5.2e-05,907,1487,104.034297,30.884214,211
2959,211,0,0.868293,7.8e-05,907,1488,104.034387,30.884214,211
2960,211,0,0.445484,4e-05,907,1489,104.034477,30.884214,211
2961,211,0,0.133281,1.2e-05,907,1490,104.034567,30.884214,211
2962,211,0,0.778729,7e-05,908,1487,104.034297,30.884124,211
2963,211,1,1.733154,0.000156,908,1488,104.034387,30.884124,211
2964,211,1,1.403309,0.000126,908,1489,104.034477,30.884124,211
2965,211,0,0.412597,3.7e-05,908,1490,104.034567,30.884124,211
2966,211,0,0.993925,8.9e-05,909,1487,104.034297,30.884035,211
2967,211,1,1.954768,0.000176,909,1488,104.034387,30.884035,211
2968,211,1,1.267329,0.000114,909,1489,104.034477,30.884035,211
2969,211,0,0.276617,2.5e-05,909,1490,104.034567,30.884035,211
2970,211,0,0.823069,7.4e-05,910,1487,104.034297,30.883945,211
2971,211,0,0.959273,8.6e-05,910,1488,104.034387,30.883945,211
2972,211,1,1.07227,9.6e-05,910,1489,104.034477,30.883945,211
2973,211,0,0.140637,1.3e-05,910,1490,104.034567,30.883945,211
2974,211,0,0.135736,1.2e-05,911,1489,104.034477,30.883855,211
2975,163,0,0.328658,3e-05,1507,2339,104.110834,30.830315,163
2976,163,0,0.159371,1.4e-05,1507,2340,104.110924,30.830315,163
2977,163,0,0.069563,6e-06,1508,2337,104.110654,30.830225,163
2978,163,0,0.673512,6.1e-05,1508,2338,104.110744,30.830225,163
2979,163,0,0.182177,1.6e-05,1508,2339,104.110834,30.830225,163
2980,163,0,0.309532,2.8e-05,1509,2336,104.110564,30.830136,163
2981,163,0,0.470784,4.2e-05,1509,2337,104.110654,30.830136,163
2982,163,0,0.554028,5e-05,1510,2335,104.110474,30.830046,163
2983,163,0,0.208453,1.9e-05,1510,2336,104.110564,30.830046,163
2984,163,0,0.043214,4e-06,1511,2335,104.110474,30.829956,163
2985,76,0,0.464056,4.2e-05,883,1398,104.026302,30.88637,76
2986,76,0,0.486013,4.4e-05,883,1399,104.026392,30.88637,76
2987,76,0,0.169785,1.5e-05,883,1400,104.026482,30.88637,76
2988,76,0,0.880075,7.9e-05,884,1398,104.026302,30.88628,76
2989,76,1,1.434696,0.000129,884,1399,104.026392,30.88628,76
2990,76,0,0.802058,7.2e-05,884,1400,104.026482,30.88628,76
2991,76,0,0.417888,3.8e-05,885,1397,104.026212,30.886191,76
2992,76,1,1.30407,0.000117,885,1398,104.026302,30.886191,76
2993,76,1,1.24721,0.000112,885,1399,104.026392,30.886191,76
2994,76,0,0.366915,3.3e-05,885,1400,104.026482,30.886191,76
2995,76,0,0.846697,7.6e-05,886,1397,104.026212,30.886101,76
2996,76,1,1.694233,0.000152,886,1398,104.026302,30.886101,76
2997,76,0,0.813383,7.3e-05,886,1399,104.026392,30.886101,76
2998,76,0,0.374809,3.4e-05,887,1396,104.026123,30.886011,76
2999,76,0,0.891869,8e-05,887,1397,104.026212,30.886011,76
3000,76,1,1.1024,9.9e-05,887,1398,104.026302,30.886011,76
3001,76,0,0.389052,3.5e-05,887,1399,104.026392,30.886011,76
3002,76,0,0.174248,1.6e-05,888,1398,104.026302,30.885921,76
3003,233,0,0.166533,1.5e-05,1517,2400,104.116313,30.829417,233
3004,233,0,0.628899,5.6e-05,1517,2401,104.116403,30.829417,233
3005,233,0,0.183824,1.7e-05,1518,2398,104.116134,30.829327,233
3006,233,0,0.591291,5.3e-05,1518,2399,104.116224,30.829327,233
3007,233,0,0.731944,6.6e-05,1518,2400,104.116313,30.829327,233
3008,233,0,0.107276,1e-05,1518,2401,104.116403,30.829327,233
3009,233,0,0.164999,1.5e-05,1519,2398,104.116134,30.829237,233
3010,233,0,0.526715,4.7e-05,1519,2399,104.116224,30.829237,233
3011,27,0,0.15399,1.4e-05,342,1056,103.99558,30.934969,27
3012,27,0,0.504142,4.5e-05,342,1057,103.99567,30.934969,27
3013,27,0,0.112176,1e-05,342,1058,103.99576,30.934969,27
3014,27,0,0.326893,2.9e-05,343,1054,103.9954,30.934879,27
3015,27,0,0.709169,6.4e-05,343,1055,103.99549,30.934879,27
3016,27,0,0.965248,8.7e-05,343,1056,103.99558,30.934879,27
3017,27,0,0.737777,6.6e-05,343,1057,103.99567,30.934879,27
3018,27,0,0.397694,3.6e-05,343,1058,103.99576,30.934879,27
3019,27,0,0.483507,4.3e-05,344,1053,103.99531,30.934789,27
3020,27,0,0.528723,4.7e-05,344,1054,103.9954,30.934789,27
3021,27,0,0.312761,2.8e-05,344,1055,103.99549,30.934789,27
3022,27,0,0.028918,3e-06,344,1056,103.99558,30.934789,27
3023,129,0,0.210802,1.9e-05,895,1396,104.026123,30.885292,129
3024,129,0,0.11107,1e-05,895,1397,104.026212,30.885292,129
3025,129,0,0.624641,5.6e-05,896,1396,104.026123,30.885202,129
3026,129,1,1.072594,9.6e-05,896,1397,104.026212,30.885202,129
3027,129,0,0.749088,6.7e-05,896,1398,104.026302,30.885202,129
3028,129,0,0.268347,2.4e-05,897,1395,104.026033,30.885113,129
3029,129,1,1.120005,0.000101,897,1396,104.026123,30.885113,129
3030,129,1,1.309867,0.000118,897,1397,104.026212,30.885113,129
3031,129,0,0.407007,3.7e-05,897,1398,104.026302,30.885113,129
3032,129,0,0.683758,6.1e-05,898,1395,104.026033,30.885023,129
3033,129,1,1.56959,0.000141,898,1396,104.026123,30.885023,129
3034,129,0,0.900909,8.1e-05,898,1397,104.026212,30.885023,129
3035,129,0,0.196693,1.8e-05,899,1394,104.025943,30.884933,129
3036,129,1,1.093888,9.8e-05,899,1395,104.026033,30.884933,129
3037,129,1,1.388812,0.000125,899,1396,104.026123,30.884933,129
3038,129,0,0.470379,4.2e-05,899,1397,104.026212,30.884933,129
3039,129,0,0.174853,1.6e-05,900,1394,104.025943,30.884843,129
3040,129,0,0.499385,4.5e-05,900,1395,104.026033,30.884843,129
3041,129,0,0.845032,7.6e-05,900,1396,104.026123,30.884843,129
3042,129,0,0.04221,4e-06,900,1397,104.026212,30.884843,129
3043,45,0,0.036513,3e-06,1447,2500,104.125297,30.835705,45
3044,45,0,0.91808,8.2e-05,1448,2499,104.125207,30.835615,45
3045,45,0,0.527047,4.7e-05,1448,2500,104.125297,30.835615,45
3046,45,0,0.91808,8.2e-05,1449,2499,104.125207,30.835526,45
3047,45,0,0.659978,5.9e-05,1449,2500,104.125297,30.835526,45
3048,45,0,0.91808,8.2e-05,1450,2499,104.125207,30.835436,45
3049,45,0,0.893432,8e-05,1450,2500,104.125297,30.835436,45
3050,45,0,0.037414,3e-06,1451,2498,104.125117,30.835346,45
3051,45,0,0.438531,3.9e-05,1451,2499,104.125207,30.835346,45
3052,45,0,0.378863,3.4e-05,1451,2500,104.125297,30.835346,45
3053,45,0,0.167813,1.5e-05,1451,2501,104.125386,30.835346,45
3054,195,0,0.214659,1.9e-05,1507,2398,104.116134,30.830315,195
3055,195,0,0.337724,3e-05,1507,2399,104.116224,30.830315,195
3056,195,0,0.459741,4.1e-05,1508,2397,104.116044,30.830225,195
3057,195,1,1.049368,9.4e-05,1508,2398,104.116134,30.830225,195
3058,195,1,1.01609,9.1e-05,1508,2399,104.116224,30.830225,195
3059,195,0,0.367314,3.3e-05,1508,2400,104.116313,30.830225,195
3060,195,0,0.109516,1e-05,1509,2397,104.116044,30.830136,195
3061,195,0,0.91262,8.2e-05,1509,2398,104.116134,30.830136,195
3062,195,0,0.846003,7.6e-05,1509,2399,104.116224,30.830136,195
3063,195,0,0.275318,2.5e-05,1509,2400,104.116313,30.830136,195
3064,195,0,0.27644,2.5e-05,1510,2398,104.116134,30.830046,195
3065,195,0,0.018496,2e-06,1510,2399,104.116224,30.830046,195
3066,128,0,0.347204,3.1e-05,382,795,103.972134,30.931376,128
3067,128,0,0.276409,2.5e-05,383,794,103.972044,30.931286,128
3068,128,1,1.139837,0.000102,383,795,103.972134,30.931286,128
3069,128,0,0.457868,4.1e-05,383,796,103.972224,30.931286,128
3070,128,0,0.052249,5e-06,384,793,103.971954,30.931196,128
3071,128,0,0.841092,7.6e-05,384,794,103.972044,30.931196,128
3072,128,0,0.757283,6.8e-05,384,795,103.972134,30.931196,128
3073,128,0,0.565145,5.1e-05,385,793,103.971954,30.931106,128
3074,128,1,1.004224,9e-05,385,794,103.972044,30.931106,128
3075,128,0,0.191857,1.7e-05,385,795,103.972134,30.931106,128
3076,128,0,0.418279,3.8e-05,386,793,103.971954,30.931016,128
3077,128,0,0.46578,4.2e-05,386,794,103.972044,30.931016,128
3078,719,0,0.10379,9e-06,1480,2332,104.110205,30.832741,1061
3079,719,0,0.341668,3.1e-05,1481,2331,104.110115,30.832651,1061
3080,719,0,0.884919,7.9e-05,1481,2332,104.110205,30.832651,1061
3081,719,0,0.630357,5.7e-05,1481,2333,104.110295,30.832651,1061
3082,719,0,0.065843,6e-06,1482,2329,104.109935,30.832561,1061
3083,719,0,0.598778,5.4e-05,1482,2330,104.110025,30.832561,1061
3084,719,1,1.128757,0.000101,1482,2331,104.110115,30.832561,1061
3085,719,1,1.478634,0.000133,1482,2332,104.110205,30.832561,1061
3086,719,0,0.95485,8.6e-05,1482,2333,104.110295,30.832561,1061
3087,719,0,0.365187,3.3e-05,1482,2334,104.110385,30.832561,1061
3088,719,0,0.325991,2.9e-05,1483,2328,104.109846,30.832471,1061
3089,719,0,0.911332,8.2e-05,1483,2329,104.109935,30.832471,1061
3090,719,1,1.445325,0.00013,1483,2330,104.110025,30.832471,1061
3091,719,1,1.203562,0.000108,1483,2331,104.110115,30.832471,1061
3092,719,0,0.655828,5.9e-05,1483,2332,104.110205,30.832471,1061
3093,719,0,0.121839,1.1e-05,1483,2333,104.110295,30.832471,1061
3094,719,0,0.591852,5.3e-05,1484,2327,104.109756,30.832381,1061
3095,719,1,1.127604,0.000101,1484,2328,104.109846,30.832381,1061
3096,719,1,1.520313,0.000137,1484,2329,104.109935,30.832381,1061
3097,719,0,0.971964,8.7e-05,1484,2330,104.110025,30.832381,1061
3098,719,0,0.410307,3.7e-05,1484,2331,104.110115,30.832381,1061
3099,719,0,0.096434,9e-06,1485,2327,104.109756,30.832292,1061
3100,719,0,0.853722,7.7e-05,1485,2328,104.109846,30.832292,1061
3101,719,0,0.66367,6e-05,1485,2329,104.109935,30.832292,1061
3102,719,0,0.108308,1e-05,1485,2330,104.110025,30.832292,1061
3103,719,0,0.240828,2.2e-05,1486,2328,104.109846,30.832202,1061
3104,231,0,0.094662,9e-06,308,898,103.981387,30.938023,231
3105,231,0,0.057195,5e-06,309,897,103.981297,30.937933,231
3106,231,0,0.760045,6.8e-05,309,898,103.981387,30.937933,231
3107,231,0,0.552126,5e-05,309,899,103.981476,30.937933,231
3108,231,0,0.005235,0.0,310,896,103.981207,30.937844,231
3109,231,0,0.719542,6.5e-05,310,897,103.981297,30.937844,231
3110,231,1,1.417609,0.000127,310,898,103.981387,30.937844,231
3111,231,0,0.775373,7e-05,310,899,103.981476,30.937844,231
3112,231,0,0.039087,4e-06,311,895,103.981117,30.937754,231
3113,231,0,0.77188,6.9e-05,311,896,103.981207,30.937754,231
3114,231,1,1.410798,0.000127,311,897,103.981297,30.937754,231
3115,231,1,1.101341,9.9e-05,311,898,103.981387,30.937754,231
3116,231,0,0.501793,4.5e-05,311,899,103.981476,30.937754,231
3117,231,0,0.484514,4.4e-05,312,896,103.981207,30.937664,231
3118,231,1,1.023313,9.2e-05,312,897,103.981297,30.937664,231
3119,231,0,0.37274,3.3e-05,312,898,103.981387,30.937664,231
3120,231,0,0.335356,3e-05,313,897,103.981297,30.937574,231
3121,217,0,0.382596,3.4e-05,308,890,103.980668,30.938023,217
3122,217,0,0.312715,2.8e-05,309,889,103.980578,30.937933,217
3123,217,1,1.076192,9.7e-05,309,890,103.980668,30.937933,217
3124,217,0,0.31364,2.8e-05,309,891,103.980758,30.937933,217
3125,217,0,0.167523,1.5e-05,310,888,103.980488,30.937844,217
3126,217,0,0.918306,8.2e-05,310,889,103.980578,30.937844,217
3127,217,1,1.684703,0.000151,310,890,103.980668,30.937844,217
3128,217,0,0.979535,8.8e-05,310,891,103.980758,30.937844,217
3129,217,0,0.227802,2e-05,310,892,103.980848,30.937844,217
3130,217,0,0.196199,1.8e-05,311,887,103.980398,30.937754,217
3131,217,0,0.867206,7.8e-05,311,888,103.980488,30.937754,217
3132,217,1,1.580136,0.000142,311,889,103.980578,30.937754,217
3133,217,1,1.358897,0.000122,311,890,103.980668,30.937754,217
3134,217,0,0.574652,5.2e-05,311,891,103.980758,30.937754,217
3135,217,0,0.049608,4e-06,312,887,103.980398,30.937664,217
3136,217,0,0.580231,5.2e-05,312,888,103.980488,30.937664,217
3137,217,0,0.734015,6.6e-05,312,889,103.980578,30.937664,217
3138,217,0,0.666992,6e-05,312,890,103.980668,30.937664,217
3139,0,0,0.211399,1.9e-05,344,1057,103.99567,30.934789,0
3140,0,0,0.049554,4e-06,345,1053,103.99531,30.9347,0
3141,0,0,0.410539,3.7e-05,345,1054,103.9954,30.9347,0
3142,0,0,0.661496,5.9e-05,345,1055,103.99549,30.9347,0
3143,0,0,0.907411,8.2e-05,345,1056,103.99558,30.9347,0
3144,0,0,0.993365,8.9e-05,345,1057,103.99567,30.9347,0
3145,0,0,0.265524,2.4e-05,345,1058,103.99576,30.9347,0
3146,0,0,0.408465,3.7e-05,346,1054,103.9954,30.93461,0
3147,0,1,1.244377,0.000112,346,1055,103.99549,30.93461,0
3148,0,1,1.857843,0.000167,346,1056,103.99558,30.93461,0
3149,0,1,1.631767,0.000147,346,1057,103.99567,30.93461,0
3150,0,0,0.944808,8.5e-05,346,1058,103.99576,30.93461,0
3151,0,0,0.210004,1.9e-05,346,1059,103.995849,30.93461,0
3152,0,0,0.669489,6e-05,347,1055,103.99549,30.93452,0
3153,0,1,1.289511,0.000116,347,1056,103.99558,30.93452,0
3154,0,0,0.786606,7.1e-05,347,1057,103.99567,30.93452,0
3155,0,0,0.270926,2.4e-05,347,1058,103.99576,30.93452,0
3156,0,0,0.114962,1e-05,348,1055,103.99549,30.93443,0
3157,0,0,0.457424,4.1e-05,348,1056,103.99558,30.93443,0
3158,767,0,0.531296,4.8e-05,340,948,103.985878,30.935149,1109
3159,767,0,0.505728,4.5e-05,341,947,103.985788,30.935059,1109
3160,767,1,1.340404,0.00012,341,948,103.985878,30.935059,1109
3161,767,0,0.82478,7.4e-05,341,949,103.985968,30.935059,1109
3162,767,0,0.37003,3.3e-05,341,950,103.986058,30.935059,1109
3163,767,0,0.375779,3.4e-05,342,947,103.985788,30.934969,1109
3164,767,0,0.995423,8.9e-05,342,948,103.985878,30.934969,1109
3165,767,1,1.460593,0.000131,342,949,103.985968,30.934969,1109
3166,767,0,0.643625,5.8e-05,342,950,103.986058,30.934969,1109
3167,767,0,0.144307,1.3e-05,343,948,103.985878,30.934879,1109
3168,767,0,0.727681,6.5e-05,343,949,103.985968,30.934879,1109
3169,767,0,0.066942,6e-06,343,950,103.986058,30.934879,1109
3170,756,0,0.343034,3.1e-05,356,1048,103.994861,30.933711,1098
3171,756,0,0.581715,5.2e-05,356,1049,103.994951,30.933711,1098
3172,756,0,0.048053,4e-06,356,1050,103.995041,30.933711,1098
3173,756,0,0.774053,7e-05,357,1048,103.994861,30.933622,1098
3174,756,1,1.406733,0.000126,357,1049,103.994951,30.933622,1098
3175,756,0,0.931841,8.4e-05,357,1050,103.995041,30.933622,1098
3176,756,0,0.394927,3.5e-05,357,1051,103.995131,30.933622,1098
3177,756,0,0.380208,3.4e-05,358,1047,103.994771,30.933532,1098
3178,756,1,1.253583,0.000113,358,1048,103.994861,30.933532,1098
3179,756,2,2.115921,0.00019,358,1049,103.994951,30.933532,1098
3180,756,1,1.750278,0.000157,358,1050,103.995041,30.933532,1098
3181,756,1,1.245227,0.000112,358,1051,103.995131,30.933532,1098
3182,756,0,0.552225,5e-05,358,1052,103.995221,30.933532,1098
3183,756,0,0.059335,5e-06,359,1046,103.994682,30.933442,1098
3184,756,0,0.875897,7.9e-05,359,1047,103.994771,30.933442,1098
3185,756,1,1.73339,0.000156,359,1048,103.994861,30.933442,1098
3186,756,1,1.915969,0.000172,359,1049,103.994951,30.933442,1098
3187,756,1,1.198277,0.000108,359,1050,103.995041,30.933442,1098
3188,756,0,0.517826,4.7e-05,359,1051,103.995131,30.933442,1098
3189,756,0,0.555828,5e-05,360,1046,103.994682,30.933352,1098
3190,756,1,1.431324,0.000129,360,1047,103.994771,30.933352,1098
3191,756,1,1.931037,0.000173,360,1048,103.994861,30.933352,1098
3192,756,1,1.187295,0.000107,360,1049,103.994951,30.933352,1098
3193,756,0,0.557697,5e-05,360,1050,103.995041,30.933352,1098
3194,756,0,0.339774,3.1e-05,361,1046,103.994682,30.933262,1098
3195,756,0,0.616116,5.5e-05,361,1047,103.994771,30.933262,1098
3196,756,1,1.015589,9.1e-05,361,1048,103.994861,30.933262,1098
3197,756,0,0.600648,5.4e-05,361,1049,103.994951,30.933262,1098
3198,756,0,0.088721,8e-06,362,1048,103.994861,30.933172,1098
3199,756,0,0.108069,1e-05,362,1049,103.994951,30.933172,1098
3200,805,0,0.069832,6e-06,883,1381,104.024775,30.88637,1147
3201,805,0,0.31014,2.8e-05,884,1380,104.024685,30.88628,1147
3202,805,0,0.157123,1.4e-05,884,1381,104.024775,30.88628,1147
3203,805,0,0.457601,4.1e-05,885,1380,104.024685,30.886191,1147
3204,75,0,0.11266,1e-05,939,1457,104.031602,30.88134,75
3205,75,0,0.637234,5.7e-05,939,1458,104.031692,30.88134,75
3206,75,0,0.033892,3e-06,939,1459,104.031782,30.88134,75
3207,75,0,0.167447,1.5e-05,940,1456,104.031513,30.88125,75
3208,75,0,0.886618,8e-05,940,1457,104.031602,30.88125,75
3209,75,0,0.574199,5.2e-05,940,1458,104.031692,30.88125,75
3210,75,0,0.221328,2e-05,941,1455,104.031423,30.88116,75
3211,75,0,0.879833,7.9e-05,941,1456,104.031513,30.88116,75
3212,75,0,0.561685,5e-05,941,1457,104.031602,30.88116,75
3213,75,0,0.210615,1.9e-05,942,1454,104.031333,30.88107,75
3214,75,0,0.932603,8.4e-05,942,1455,104.031423,30.88107,75
3215,75,0,0.54917,4.9e-05,942,1456,104.031513,30.88107,75
3216,75,0,0.037039,3e-06,943,1454,104.031333,30.88098,75
3217,75,0,0.57265,5.1e-05,943,1455,104.031423,30.88098,75
3218,775,0,0.324111,2.9e-05,337,1056,103.99558,30.935418,1117
3219,775,0,0.330704,3e-05,337,1057,103.99567,30.935418,1117
3220,775,0,0.593839,5.3e-05,338,1056,103.99558,30.935328,1117
3221,775,0,0.885461,8e-05,338,1057,103.99567,30.935328,1117
3222,775,0,0.072789,7e-06,338,1058,103.99576,30.935328,1117
3223,775,0,0.05568,5e-06,339,1056,103.99558,30.935239,1117
3224,775,0,0.825978,7.4e-05,339,1057,103.99567,30.935239,1117
3225,775,0,0.576183,5.2e-05,339,1058,103.99576,30.935239,1117
3226,775,0,0.209359,1.9e-05,340,1057,103.99567,30.935149,1117
3227,775,0,0.794565,7.1e-05,340,1058,103.99576,30.935149,1117
3228,775,0,0.086923,8e-06,340,1059,103.995849,30.935149,1117
3229,748,0,0.275043,2.5e-05,304,906,103.982105,30.938383,1090
3230,748,0,0.643733,5.8e-05,305,906,103.982105,30.938293,1090
3231,748,0,0.215663,1.9e-05,305,907,103.982195,30.938293,1090
3232,748,0,0.436904,3.9e-05,306,906,103.982105,30.938203,1090
3233,748,0,0.901267,8.1e-05,306,907,103.982195,30.938203,1090
3234,748,0,0.183792,1.7e-05,306,908,103.982285,30.938203,1090
3235,748,0,0.436904,3.9e-05,307,906,103.982105,30.938113,1090
3236,748,1,1.436904,0.000129,307,907,103.982195,30.938113,1090
3237,748,0,0.845761,7.6e-05,307,908,103.982285,30.938113,1090
3238,748,0,0.205577,1.8e-05,307,909,103.982375,30.938113,1090
3239,748,0,0.651877,5.9e-05,308,906,103.982105,30.938023,1090
3240,748,1,1.598473,0.000144,308,907,103.982195,30.938023,1090
3241,748,0,0.988051,8.9e-05,308,908,103.982285,30.938023,1090
3242,748,0,0.203483,1.8e-05,308,909,103.982375,30.938023,1090
3243,748,0,0.003041,0.0,309,905,103.982015,30.937933,1090
3244,748,0,0.382761,3.4e-05,309,906,103.982105,30.937933,1090
3245,748,0,0.937831,8.4e-05,309,907,103.982195,30.937933,1090
3246,748,0,0.421579,3.8e-05,309,908,103.982285,30.937933,1090
3247,748,0,0.139269,1.3e-05,310,907,103.982195,30.937844,1090
3248,164,0,0.016182,1e-06,297,962,103.987136,30.939011,164
3249,164,0,0.062909,6e-06,298,961,103.987046,30.938922,164
3250,164,0,0.762352,6.8e-05,298,962,103.987136,30.938922,164
3251,164,0,0.607683,5.5e-05,298,963,103.987226,30.938922,164
3252,164,0,0.063569,6e-06,299,960,103.986956,30.938832,164
3253,164,0,0.756017,6.8e-05,299,961,103.987046,30.938832,164
3254,164,0,0.9965,9e-05,299,962,103.987136,30.938832,164
3255,164,0,0.364609,3.3e-05,299,963,103.987226,30.938832,164
3256,164,0,0.116124,1e-05,300,960,103.986956,30.938742,164
3257,164,0,0.599942,5.4e-05,300,961,103.987046,30.938742,164
3258,164,0,0.182767,1.6e-05,300,962,103.987136,30.938742,164
3259,196,0,0.361241,3.2e-05,1441,2469,104.122512,30.836244,196
3260,196,0,0.301574,2.7e-05,1441,2470,104.122602,30.836244,196
3261,196,0,0.241907,2.2e-05,1441,2471,104.122692,30.836244,196
3262,196,0,0.182387,1.6e-05,1441,2472,104.122781,30.836244,196
3263,196,0,0.27557,2.5e-05,1441,2473,104.122871,30.836244,196
3264,196,0,0.107697,1e-05,1442,2469,104.122512,30.836154,196
3265,196,1,1.052999,9.5e-05,1442,2470,104.122602,30.836154,196
3266,196,1,1.197383,0.000108,1442,2471,104.122692,30.836154,196
3267,196,1,1.104697,9.9e-05,1442,2472,104.122781,30.836154,196
3268,196,1,1.0028,9e-05,1442,2473,104.122871,30.836154,196
3269,196,0,0.116717,1e-05,1442,2474,104.122961,30.836154,196
3270,196,0,0.264118,2.4e-05,1443,2470,104.122602,30.836065,196
3271,196,0,0.20445,1.8e-05,1443,2471,104.122692,30.836065,196
3272,196,0,0.106422,1e-05,1443,2472,104.122781,30.836065,196
3273,196,0,0.065251,6e-06,1443,2473,104.122871,30.836065,196
3274,196,0,0.034016,3e-06,1443,2474,104.122961,30.836065,196
3275,68,0,0.589161,5.3e-05,1444,2492,104.124578,30.835975,68
3276,68,0,0.502099,4.5e-05,1444,2493,104.124668,30.835975,68
3277,68,0,0.537444,4.8e-05,1444,2494,104.124758,30.835975,68
3278,68,0,0.511812,4.6e-05,1444,2495,104.124847,30.835975,68
3279,68,0,0.497213,4.5e-05,1444,2496,104.124937,30.835975,68
3280,68,0,0.394487,3.5e-05,1444,2497,104.125027,30.835975,68
3281,68,0,0.141587,1.3e-05,1444,2498,104.125117,30.835975,68
3282,68,0,0.456087,4.1e-05,1445,2492,104.124578,30.835885,68
3283,68,1,1.423127,0.000128,1445,2493,104.124668,30.835885,68
3284,68,1,1.486149,0.000134,1445,2494,104.124758,30.835885,68
3285,68,1,1.511483,0.000136,1445,2495,104.124847,30.835885,68
3286,68,1,1.495211,0.000134,1445,2496,104.124937,30.835885,68
3287,68,1,1.141587,0.000103,1445,2497,104.125027,30.835885,68
3288,68,0,0.141587,1.3e-05,1445,2498,104.125117,30.835885,68
3289,68,0,0.219823,2e-05,1446,2492,104.124578,30.835795,68
3290,68,0,0.486149,4.4e-05,1446,2493,104.124668,30.835795,68
3291,68,0,0.486149,4.4e-05,1446,2494,104.124758,30.835795,68
3292,68,0,0.665151,6e-05,1446,2495,104.124847,30.835795,68
3293,68,0,0.665151,6e-05,1446,2496,104.124937,30.835795,68
3294,68,0,0.748006,6.7e-05,1446,2497,104.125027,30.835795,68
3295,68,0,0.141587,1.3e-05,1446,2498,104.125117,30.835795,68
3296,192,0,0.366353,3.3e-05,1432,2489,104.124308,30.837053,192
3297,192,0,0.789335,7.1e-05,1432,2490,104.124398,30.837053,192
3298,192,0,0.574153,5.2e-05,1432,2491,104.124488,30.837053,192
3299,192,0,0.166503,1.5e-05,1433,2489,104.124308,30.836963,192
3300,192,1,1.166503,0.000105,1433,2490,104.124398,30.836963,192
3301,192,0,0.781837,7e-05,1433,2491,104.124488,30.836963,192
3302,192,0,0.904573,8.1e-05,1434,2490,104.124398,30.836873,192
3303,192,0,0.95033,8.5e-05,1434,2491,104.124488,30.836873,192
3304,192,0,0.022765,2e-06,1434,2492,104.124578,30.836873,192
3305,192,0,0.694979,6.2e-05,1435,2490,104.124398,30.836783,192
3306,192,1,1.173558,0.000105,1435,2491,104.124488,30.836783,192
3307,192,0,0.187164,1.7e-05,1435,2492,104.124578,30.836783,192
3308,192,0,0.510163,4.6e-05,1436,2490,104.124398,30.836693,192
3309,192,0,0.680621,6.1e-05,1436,2491,104.124488,30.836693,192
3310,192,0,0.354194,3.2e-05,1436,2492,104.124578,30.836693,192
3311,720,0,0.100321,9e-06,336,1058,103.99576,30.935508,1062
3312,720,0,0.308643,2.8e-05,336,1059,103.995849,30.935508,1062
3313,720,0,0.457084,4.1e-05,337,1058,103.99576,30.935418,1062
3314,720,0,0.903416,8.1e-05,337,1059,103.995849,30.935418,1062
3315,720,0,0.314033,2.8e-05,338,1059,103.995849,30.935328,1062
3316,720,0,0.278035,2.5e-05,339,1059,103.995849,30.935239,1062
3317,218,0,0.081026,7e-06,901,1465,104.032321,30.884753,218
